timestamp,cash,market_value,total_equity
2026-03-12 10:10:41.044685,96944.12950192,3049.7669031417845,99993.8964050618
2026-03-12 10:10:41.045149,90949.07398448001,9032.850539030456,99981.92452351048
2026-03-12 10:10:41.046435,86256.36218388002,13716.191629362489,99972.5538132425
2026-03-12 10:10:41.048292,81682.36717106002,18281.05184074478,99963.4190118048
2026-03-12 10:10:41.108389,84768.15348263002,15831.022753598023,100599.17623622804
2026-03-12 10:10:41.108770,89607.45816793002,10982.023405949403,100589.48157387943
2026-03-12 10:10:41.113212,94183.08197899001,6022.68581217041,100205.76779116043
2026-03-12 10:10:41.122972,99746.68554859002,0.0,99746.68554859002
2026-03-12 10:10:41.210099,90025.42576112002,9701.84520357666,99727.27096469668
2026-03-12 10:10:41.218074,88037.07323952002,11678.006775970458,99715.08001549047
2026-03-12 10:10:41.218735,84832.10284885002,14876.578029912565,99708.68087876258
2026-03-12 10:10:41.224104,78065.66443596002,21583.226110858155,99648.89054681818
2026-03-12 10:10:41.225021,70799.35463790002,28835.02538358307,99634.38002148308
2026-03-12 10:10:41.229837,77671.05224548002,22108.22095328712,99779.27319876714
2026-03-12 10:10:41.230479,84931.39197176002,14833.342312332154,99764.73428409218
2026-03-12 10:10:41.235707,76421.25289932002,23908.478375785067,100329.73127510509
2026-03-12 10:10:41.236676,67911.11424395003,32401.619327873996,100312.73357182402
2026-03-12 10:10:41.305305,69875.69908283002,32402.760187747957,102278.45927057798
2026-03-12 10:10:41.314790,68008.83433167002,35066.37569616089,103075.21002783091
2026-03-12 10:10:41.319622,69848.32166551003,32572.970085205838,102421.29175071587
2026-03-12 10:10:41.363307,73271.57739468003,29640.40088301697,102911.978277697
2026-03-12 10:10:41.371975,71663.76181078004,31547.622649881745,103211.38446066178
2026-03-12 10:10:41.372890,67795.64464306003,35408.012464780426,103203.65710784047
2026-03-12 10:10:41.391928,69400.00701156004,34996.54583195114,104396.55284351118
2026-03-12 10:10:41.421453,73217.38558878005,31618.56491200943,104835.95050078948
2026-03-12 10:10:41.432532,71730.55228542004,34071.01622139664,105801.56850681668
2026-03-12 10:10:41.436454,73191.15721038004,31945.641370192716,105136.79858057277
