timestamp,cash,market_value,total_equity
2026-03-12 10:02:54.248904,96944.12950192,3049.7669031417845,99993.8964050618
2026-03-12 10:02:54.249291,90949.07398448001,9032.850539030456,99981.92452351048
2026-03-12 10:02:54.249821,86256.36218388002,13716.191629362489,99972.5538132425
2026-03-12 10:02:54.250498,81682.36717106002,18281.05184074478,99963.4190118048
2026-03-12 10:02:54.300891,84768.15348263002,15831.022753598023,100599.17623622804
2026-03-12 10:02:54.301228,89607.45816793002,10982.023405949403,100589.48157387943
2026-03-12 10:02:54.305062,94183.08197899001,6022.68581217041,100205.76779116043
2026-03-12 10:02:54.313550,99746.68554859002,0.0,99746.68554859002
2026-03-12 10:02:54.389639,90025.42576112002,9701.84520357666,99727.27096469668
2026-03-12 10:02:54.396919,88037.07323952002,11678.006775970458,99715.08001549047
2026-03-12 10:02:54.397462,84832.10284885002,14876.578029912565,99708.68087876258
2026-03-12 10:02:54.402435,78065.66443596002,21583.226110858155,99648.89054681818
2026-03-12 10:02:54.403324,70799.35463790002,28835.02538358307,99634.38002148308
2026-03-12 10:02:54.409034,77671.05224548002,22108.22095328712,99779.27319876714
2026-03-12 10:02:54.409585,84931.39197176002,14833.342312332154,99764.73428409218
2026-03-12 10:02:54.414375,76421.25289932002,23908.478375785067,100329.73127510509
2026-03-12 10:02:54.415194,67911.11424395003,32401.619327873996,100312.73357182402
2026-03-12 10:02:54.480956,69875.69908283002,32402.760187747957,102278.45927057798
2026-03-12 10:02:54.489868,68008.83433167002,35066.37569616089,103075.21002783091
2026-03-12 10:02:54.494782,69848.32166551003,32572.970085205838,102421.29175071587
2026-03-12 10:02:54.537396,73271.57739468003,29640.40088301697,102911.978277697
2026-03-12 10:02:54.545781,71663.76181078004,31547.622649881745,103211.38446066178
2026-03-12 10:02:54.546586,67795.64464306003,35408.012464780426,103203.65710784047
2026-03-12 10:02:54.564312,69400.00701156004,34996.54583195114,104396.55284351118
2026-03-12 10:02:54.593894,73217.38558878005,31618.56491200943,104835.95050078948
2026-03-12 10:02:54.607802,71730.55228542004,34071.01622139664,105801.56850681668
2026-03-12 10:02:54.611936,73191.15721038004,31945.641370192716,105136.79858057277
2026-03-12 10:02:54.618725,82319.23212448004,22048.672687677004,104367.90481215704
2026-03-12 10:02:57.063100,78635.49578028003,26528.683146253967,105164.178926534
2026-03-12 10:02:57.064565,74171.31796558003,30983.94699310913,105155.26495868916
2026-03-12 10:02:57.144725,71248.02873350003,34041.924569989016,105289.95330348905
2026-03-12 10:02:57.146094,75729.40061165004,29551.576237843325,105280.97684949337
2026-03-12 10:02:57.223464,88107.77275905004,17770.22160794983,105877.99436699988
2026-03-12 10:02:57.224201,91078.26286825005,14793.781918154906,105872.04478640496
2026-03-12 10:02:57.307887,81952.20179161004,23874.701542391966,105826.90333400201
2026-03-12 10:02:57.309282,79312.78638505004,26508.84682962494,105821.63321467498
2026-03-12 10:02:57.310662,72385.95144897004,33421.84789928437,105807.7993482544
2026-03-12 10:02:57.312399,67446.77153538004,38351.16651990281,105797.93805528285
2026-03-12 10:02:57.392838,72368.51378041005,34073.94765415802,106442.46143456807
2026-03-12 10:02:57.394047,76089.10243501005,30345.90549905243,106435.00793406248
2026-03-12 10:02:57.476931,69339.26942712005,37272.164702033995,106611.43412915405
2026-03-12 10:02:57.478675,64072.497483120045,42528.41822210235,106600.9157052224
2026-03-12 10:02:57.559475,69476.11150040005,37366.85189148483,106842.96339188487
2026-03-12 10:02:57.560655,76287.64962391005,30541.667883775328,106829.31750768538
2026-03-12 10:02:57.643092,72785.60446703005,33429.1122911438,106214.71675817385
2026-03-12 10:02:57.725331,75469.07461659005,31057.30015718536,106526.3747737754
2026-03-12 10:02:57.726107,78972.90856653005,27546.446644143674,106519.35521067373
2026-03-12 10:02:57.804633,75121.04959678005,31445.977537648774,106567.02713442882
2026-03-12 10:02:57.805806,70183.34745278006,36373.81934721909,106557.16679999915
2026-03-12 10:02:57.961983,66561.45413912006,39425.49632708359,105986.95046620365
2026-03-12 10:02:58.039471,70089.45084621006,36994.32035352936,107083.77119973942
2026-03-12 10:02:58.040189,86335.46481001006,20715.765653334045,107051.23046334411
2026-03-12 10:02:58.041234,82256.57524169007,24786.509866944885,107043.08510863496
2026-03-12 10:02:58.120588,78895.10432177006,27974.742231777953,106869.84655354802
2026-03-12 10:02:58.122052,71894.67656386006,34961.19142042999,106855.86798429006
2026-03-12 10:02:58.123128,75997.57023970006,30850.079304170227,106847.64954387028
2026-03-12 10:02:58.201565,73301.95420115006,33772.90058168335,107074.85478283341
2026-03-12 10:02:58.202607,82333.27799190006,24723.48477401276,107056.76276591282
2026-03-12 10:02:58.281023,77493.48195231006,28593.111386959838,106086.5933392699
2026-03-12 10:02:58.282920,74321.21409412006,31759.044854393767,106080.25894851383
2026-03-12 10:02:58.284634,67139.94258884006,38925.971430602265,106065.91401944232
2026-03-12 10:02:58.286017,69845.91988081006,36214.57376054535,106060.49364135541
2026-03-12 10:02:58.362931,67369.44158669007,38499.22321881561,105868.66480550569
2026-03-12 10:02:58.364716,65214.12459173007,40650.236784588626,105864.3613763187
2026-03-12 10:02:58.442158,75292.40548841006,31192.776835047916,106485.18232345798
2026-03-12 10:02:58.443244,79960.30029056006,26515.53074698334,106475.8310375434
2026-03-12 10:02:58.522553,76109.51857286006,29902.74335539474,106012.2619282548
2026-03-12 10:02:58.524224,71427.80022476007,34575.11282344131,106002.91304820139
2026-03-12 10:02:58.525868,67972.26336656007,38023.7498751213,105996.01324168137
2026-03-12 10:02:58.600436,72682.37977358008,33783.175830863955,106465.55560444403
2026-03-12 10:02:58.601433,79988.66262048007,26462.256551826475,106450.91917230655
2026-03-12 10:02:58.677147,76761.17255202007,29805.122737290192,106566.29528931026
2026-03-12 10:02:58.678118,79756.21904582006,26804.078613549806,106560.29765936987
2026-03-12 10:02:58.679465,75072.85211378007,31478.092775759887,106550.94488953995
2026-03-12 10:02:58.680811,72268.46651043007,34276.87697240372,106545.34348283379
2026-03-12 10:02:58.934192,76958.53288918006,30397.760066145325,107356.29295532539
2026-03-12 10:02:58.935589,71059.77448993006,36284.7369357666,107344.51142569666
2026-03-12 10:02:59.012240,69086.24401121006,38550.06299965896,107636.30701086903
2026-03-12 10:02:59.013539,80791.01198777006,26821.858168011473,107612.87015578154
