timestamp,cash,market_value,total_equity
2026-03-12 17:14:00.632943,83945.39016848,16022.550038642883,99967.94020712288
2026-03-12 17:14:00.633441,74995.51927705,24954.547001283267,99950.06627833327
2026-03-12 17:14:00.633935,64149.49750579,35778.911627771,99928.409133561
2026-03-12 17:14:00.707954,58013.22562376,42021.23596744232,100034.46159120233
2026-03-12 17:14:00.778701,64256.56321316,36388.303669184876,100644.86688234488
2026-03-12 17:14:00.850735,54482.6642097,45830.66108420715,100313.32529390715
2026-03-12 17:14:00.922322,63522.07018529,37418.43997961578,100940.51016490578
2026-03-12 17:14:00.994458,52252.04323924,48361.949316102604,100613.99255534261
2026-03-12 17:14:01.067105,63625.09776619,37421.07888136292,101046.17664755293
2026-03-12 17:14:01.142234,57247.793517180005,43419.61344626617,100667.40696344618
2026-03-12 17:14:01.236232,63635.883874440005,37757.54910787048,101393.43298231048
2026-03-12 17:14:01.236735,74528.6139126,26843.003353018186,101371.61726561819
2026-03-12 17:14:01.316783,65208.96351110001,36247.014156459045,101455.97766755905
2026-03-12 17:14:01.452883,58478.59131974001,42476.07702045594,100954.66834019595
2026-03-12 17:14:01.522195,68370.07130439,33470.76517936707,101840.83648375707
2026-03-12 17:14:01.522664,61202.93925961,40623.584737572484,101826.52399718249
2026-03-12 17:14:01.591534,50785.611113160005,51275.00907901764,102060.62019217765
2026-03-12 17:14:01.592024,57994.921424520006,44051.257939646915,102046.17936416692
2026-03-12 17:14:01.592496,65021.333523400004,37010.770031150816,102032.10355455082
2026-03-12 17:14:01.659962,74597.3271373,27667.716661587525,102265.04379888752
2026-03-12 17:14:01.728929,61584.27217601,39416.76416488266,101001.03634089266
2026-03-12 17:14:01.800323,57783.507114370004,43034.57655152893,100818.08366589894
2026-03-12 17:14:01.800740,52053.61380476,48753.02453193054,100806.63833669055
2026-03-12 17:14:01.870953,62185.80703896,39398.21530025482,101584.02233921483
2026-03-12 17:14:01.871407,66016.19473241,35560.15416417389,101576.34889658389
2026-03-12 17:14:01.938748,58285.63172301,42657.94048737183,100943.57221038183
2026-03-12 17:14:01.939201,52579.76389141,48352.41518079529,100932.1790722053
2026-03-12 17:14:02.006043,60357.21840089,41205.67637291718,101562.89477380717
2026-03-12 17:14:02.006548,66063.05823649,35488.406173271185,101551.46440976119
2026-03-12 17:14:02.076292,58327.01474277001,43297.56523494187,101624.57997771187
2026-03-12 17:14:02.076802,53694.71485335001,47920.61268792191,101615.32754127192
2026-03-12 17:14:02.413471,72959.22985437,30794.33290941391,103753.5627637839
2026-03-12 17:14:02.413959,77565.66497433001,26178.671142185212,103744.33611651522
2026-03-12 17:14:02.486968,71430.44966248001,32383.005520628358,103813.45518310837
2026-03-12 17:14:02.487411,76951.94034741001,26850.455101336673,103802.39544874668
2026-03-12 17:14:02.556323,85127.57501243001,18991.461208410645,104119.03622084066
2026-03-12 17:14:02.630046,77260.10045007001,26826.42850601883,104086.52895608883
2026-03-12 17:14:02.630523,64412.77498598001,39648.094804181674,104060.86979016168
2026-03-12 17:14:02.701502,72362.73600958001,31493.66057354431,103856.39658312433
2026-03-12 17:14:02.771714,65714.82749402,37656.37555549393,103371.20304951393
2026-03-12 17:14:02.841853,72556.25415162,31721.388979705807,104277.6431313258
2026-03-12 17:14:02.842321,78736.49557377,25528.769049617767,104265.26462338776
2026-03-12 17:14:02.914958,68565.23175872,35730.72236173019,104295.95412045019
2026-03-12 17:14:02.988509,78755.66513318,25488.92321349869,104244.58834667868
2026-03-12 17:14:03.125188,68993.75901863999,35825.59341242142,104819.35243106142
2026-03-12 17:14:03.194148,60354.69079855999,44136.48131054764,104491.17210910763
